virtual_field_id,point_id,ux_star,uy_star,exx_star,eyy_star,gxy_star
0,0,1,0,0.30471707975443135,-1.0399841062404955,0.7504511958064572
1,0,0,0,0.9405647163912139,-1.9510351886538364,-1.302179506862318
2,0,0,0,0.12784040316728537,-0.3162425923435822,-0.016801157504288795
3,0,0,0,-0.85304392757358,0.8793979748628286,0.7777919354289483
4,0,0,0,0.06603069756121605,1.1272412069680329,0.4675093422520456
5,0,0,0,-0.8592924628832382,0.36875078408249884,-0.9588826008289989
6,0,0,0,0.8784503013072725,-0.049925910986252896,-0.18486236354526056
7,0,0,0,-0.6809295444039414,1.2225413386740303,-0.15452948206880215
8,0,0,0,-0.4283278221631072,-0.3521335504882296,0.5323091855533487
9,0,0,0,0.36544406436407834,0.4127326115959884,0.43082100300788273
10,0,0,0,2.1416476008704612,-0.4064150163846156,-0.5122427290715373
11,0,0,0,-0.8137727282478777,0.6159794225754956,1.1289722927208916
0,1,1,0,-0.11394745765487507,-0.840156476962528,-0.8244812156912396
1,1,0,0,0.6505927878247011,0.7432541712034423,0.543154268305195
2,1,0,0,-0.6655097072886943,0.23216132306671977,0.11668580914072822
3,1,0,0,0.21868859672901295,0.8714287779481898,0.22359554877468227
4,1,0,0,0.6789135630718949,0.06757906948889146,0.28911939868998415
5,1,0,0,0.6312882258385404,-1.4571558198556664,-0.31967121635730134
6,1,0,0,-0.4703726542927955,-0.6388778482433419,-0.27514225122668373
7,1,0,0,1.4949413112343959,-0.8658311156932432,0.9682783545914808
8,1,0,0,-1.6828697716158048,-0.33488502998577485,0.1627530651050056
9,1,0,0,0.5862223313592781,0.711226579792855,0.7933472351999252
10,1,0,0,-0.3487250722484376,-0.46235179266456716,0.8579758812571538
11,1,0,0,-0.1913043248816149,-1.2756863233379219,-1.1332872140034806
0,2,1,0,-0.9194522860016113,0.49716074405376404,0.14242573607056525
1,2,0,0,0.6904853540677682,-0.42725264633653426,0.15853969107671423
2,2,0,0,0.6255903939673367,-0.3093465397202384,0.45677523755741145
3,2,0,0,-0.6619259410666513,-0.3630538465650718,-0.3817378939983291
4,2,0,0,-1.1958396455890397,0.4869724807855818,-0.46940234020272387
5,2,0,0,0.01249411872768743,0.48074665890590895,0.4465311760299441
6,2,0,0,0.6653851089727862,-0.09848548450942361,-0.42329831204415375
7,2,0,0,-0.07971821090639905,-1.6873344339580298,-1.4471124724230873
8,2,0,0,-1.3226996123544024,-0.9972468276014818,0.3997742267234366
9,2,0,0,-0.9054790553600608,-0.3781625540393897,1.2992282977860654
10,2,0,0,-0.35626397106142593,0.7375155684670865,-0.933617680009877
11,2,0,0,-0.20543755786763002,-0.9500220549105812,-0.3390330759005625
0,3,1,0,0.8403081374573955,-1.7273204231923487,0.43442364354585733
1,3,0,0,0.2377356023322779,-0.5941499556967944,-1.4460578543884546
2,3,0,0,0.07212950771386951,-0.5294927090638024,0.23267621135470395
3,3,0,0,0.02185214552344288,1.6017788913209154,-0.23935562747302427
4,3,0,0,-1.023497492621865,0.17927563495631615,0.21999668397176517
5,3,0,0,1.3591875752404365,0.8351112459145785,0.35687105914950934
6,3,0,0,1.4633028912195618,-1.188763054322851,-0.6397515327497477
7,3,0,0,-0.9265759414055249,-0.38980980315576796,-1.3766861475563088
8,3,0,0,0.6351509468144043,-0.22222269709877338,-1.4708062945026579
9,3,0,0,-1.0155790812075416,0.3135138474501953,0.8381265678943811
10,3,0,0,1.9967308916917865,2.9138624660073296,0.4144094332759964
11,3,0,0,-0.9895381200318641,-2.132046280731309,0.2677114623438358
0,4,1,0,-0.812941095310326,-0.41535726017968533,-0.6120967990598081
1,4,0,0,-0.14079088641638526,1.0659802307876436,0.15704856744534462
2,4,0,0,-0.1586348370386883,-1.0356537528258116,-1.674682944704357
3,4,0,0,-0.4863079090733309,-0.05378255081832049,1.767929913579883
4,4,0,0,0.13027452147288585,0.9827395110230576,-0.49929559853915206
5,4,0,0,-1.1849437664170246,-0.9651167622323719,-0.7252260645357532
6,4,0,0,2.1284697324351645,-0.8213866792243861,0.838489203736345
7,4,0,0,-0.9029271780870264,0.9315730128742441,0.38495096610586316
8,4,0,0,-0.1566378976580904,-0.040762526135434025,-0.6547876954293904
9,4,0,0,0.44607220148208054,-0.45498348034078,-1.2256057637672482
10,4,0,0,-1.2779375743196193,0.17258791772211948,1.579091256410435
11,4,0,0,0.15999161357343825,-0.11863832610988256,0.2858261396025429
0,5,1,0,1.3060017417068248,0.21938250136385634,-0.41092723083373717
1,5,0,0,1.1062887100598888,0.4287564384616135,1.535755991995992
2,5,0,0,0.18323443722190613,-1.2244690317205003,-1.368159199245665
3,5,0,0,1.6509279322312496,1.723665720783297,-0.17951921328260065
4,5,0,0,-0.38318732113598775,1.4614442922422022,-1.107045682043488
5,5,0,0,-0.8947270189558264,0.6433267946890444,-0.3946051228595896
6,5,0,0,-0.005121866720071296,-0.16344289852451258,0.33757454879893356
7,5,0,0,1.4074818613137168,0.09058490690174555,0.6439387932768579
8,5,0,0,-2.0501721010310225,-0.04871840193011795,-0.8432302702928711
9,5,0,0,-1.218813060423628,-0.8781523669287508,-0.33412344070081207
10,5,0,0,0.9159025423560131,-1.326392717739564,0.030631492594417446
11,5,0,0,-0.4841694333335785,-0.32767309436196085,1.0027578253046041
0,6,1,0,0.5381154370039261,1.3373981074427437,-0.15450567924990047
1,6,0,0,-0.695942611670703,-0.22385881688049952,0.2424967912712216
2,6,0,0,0.17657335845371103,-1.0843880722333665,0.09048978162787422
3,6,0,0,0.22822833013890514,2.5174740375339204,1.8768446112816701
4,6,0,0,-0.8532433505588201,-0.2873833615491761,-1.4634420018370031
5,6,0,0,-0.5907070139634865,0.3156050035903405,1.2058536208882336
6,6,0,0,-0.7290838377436085,-0.6541464400677965,-2.147289029738655
7,6,0,0,-0.16266592054490767,-1.062414411859563,-0.5294394273660737
8,6,0,0,-0.8768607781675882,-0.09426255425255699,-1.7577283913566313
9,6,0,0,-1.4670452453909906,2.129247112028298,-1.287422581274031
10,6,0,0,-1.0967855784546396,1.836913528321314,2.905067169240407
11,6,0,0,-1.1715666288253417,-0.36824895678803055,0.34155555094050954
0,7,1,0,1.7286976444055924,-0.9868570784282374,-0.24527784594210975
1,7,0,0,0.777337576061744,0.43476607446661863,-0.37615607123009925
2,7,0,0,-0.13382296451604114,-1.3748958083699818,-0.23817374397466523
3,7,0,0,-0.2663874900089551,0.23216988962625595,-0.555327218819016
4,7,0,0,0.471538522545139,1.0127158178198286,0.15542932766846604
5,7,0,0,0.35175640839920347,0.053155347577867364,8.439309141418043e-05
6,7,0,0,-0.7215580335428474,0.316494261673308,-0.09728659841348947
7,7,0,0,2.093168308930595,1.5733549024752425,0.3858465525565008
8,7,0,0,-0.7630572096947675,-1.112411471983418,1.191142953088865
9,7,0,0,0.2627492251471385,0.4801434033916108,-1.7445859869741926
10,7,0,0,0.9274384815581808,0.45442033821436295,-1.110430684414478
11,7,0,0,-0.47152480744994896,0.2637172043565196,0.05246679835624363
0,8,1,0,-0.292171185803555,-0.10348826806596086,-0.25197737820688537
1,8,0,0,0.15256251210246857,1.471491972993157,-2.5666584409312976
2,8,0,0,-0.23685026450968424,0.17651242137244696,0.2959939896870995
3,8,0,0,-0.37191458132128985,-1.7567217824785826,0.32799548371410964
4,8,0,0,1.727350214164185,-1.5338614049161376,0.8638280136981883
5,8,0,0,-0.3285252231228939,-0.0613243458288473,-1.052898510703949
6,8,0,0,-0.33445617235587666,1.3000445946989585,0.582655241987707
7,8,0,0,1.732311605409944,1.1774118889776937,0.4390866789295762
8,8,0,0,1.743934526167792,0.43899315873829875,0.8279881767970589
9,8,0,0,-0.29657095353470836,0.06654581585920483,-0.6974238233002769
10,8,0,0,0.989583934594853,-1.1783036231148656,0.7823503424176613
11,8,0,0,-0.19065105750515945,1.1712470934673194,0.7508689887312598
0,9,1,0,1.8206461576468016,0.7307746911386448,-1.5720402556532407
1,9,0,0,-0.06695317289820084,-1.172007192594816,-0.5182798423662747
2,9,0,0,1.5112284332767216,0.637533810897696,-0.6989304285787463
3,9,0,0,-1.013717366440399,0.03278209287626079,-1.2165601493811278
4,9,0,0,-0.6711402773965811,0.31200947155124387,1.1553120361066962
5,9,0,0,0.6087614722244398,-2.2912895085981,0.3043667290302598
6,9,0,0,0.07203357323257792,0.41389028537269307,1.6162096816512073
7,9,0,0,-2.063238276804743,-0.5911034251911056,0.5909063227933546
8,9,0,0,-1.5815943994539423,1.475949048053509,0.3683566127006584
9,9,0,0,0.846583985843404,-0.5709436615217945,0.8137636899662105
10,9,0,0,1.0684715559890383,0.23287802013716835,0.23440089269869593
11,9,0,0,0.2703432392817259,-0.8633452647393817,-0.14752868024035293
0,10,1,0,-0.1525225324523588,0.3833938643534951,0.9998242469102946
1,10,0,0,-1.0585360819784093,-0.12500903031957764,1.4814555476589732
2,10,0,0,-0.7435882288125641,-0.8222500172903203,0.20230619183119358
3,10,0,0,0.8443851904853201,0.01142605556065933,1.3289605904369892
4,10,0,0,0.8567939825665268,0.8418200668900618,0.5541165013240933
5,10,0,0,2.327653100346085,-0.2051616888660442,-2.003522292066514
6,10,0,0,1.604254361517141,-0.45769943095682564,0.10788044434303304
7,10,0,0,1.309550684860527,-1.6022595410589253,-1.2516472141061394
8,10,0,0,-1.6012779371188537,-0.7941362900254239,0.43963660601699356
9,10,0,0,0.524187842812771,0.27627417932855375,-1.4127658838923665
10,10,0,0,-2.310103436632644,0.054353585390382264,-0.47177603363833576
11,10,0,0,0.45938577171661177,0.7019536262212701,0.13824143205868192
0,11,1,0,0.7601330853758538,0.22921137411506842,0.5300647056014667
1,11,0,0,-0.7046732628698824,-0.17961141383145854,0.19677609665695725
2,11,0,0,0.8205284754174188,-0.3937411722245721,0.5211672557321126
3,11,0,0,-0.265838791915379,-0.11754216732813036,0.829519042024073
4,11,0,0,-1.993060371054156,-1.296472328074761,-1.4821853974428207
5,11,0,0,-2.3336161198483047,-0.6782644401551767,0.7494338997277404
6,11,0,0,-0.28488406638257474,0.19779008194185213,1.0892174967107926
7,11,0,0,1.3276861322676916,-0.06913793472613955,1.3535858895693973
8,11,0,0,0.09212665843410921,-0.8373982238274621,-0.5944003521987352
9,11,0,0,-1.4805365125650163,-0.8881338537336524,-0.35801668807442916
10,11,0,0,0.8035850193786016,1.7207698311659838,-1.38218151537704
11,11,0,0,0.39282746825991893,-1.0405439391575344,0.47469708846320197
0,12,1,0,-0.1310866506877266,-1.8309058258475304,0.9282969915684843
1,12,0,0,-0.605000712808731,-0.5339002383735546,-1.06975241128969
2,12,0,0,-0.6542832766875555,0.4278904406949172,-0.18924434093640552
3,12,0,0,0.32866200228248105,0.3619218539288437,1.320661655528167
4,12,0,0,-0.3427861508643793,-1.4768578168457318,1.067222416571983
5,12,0,0,-0.3314881720972547,1.114592444577377,0.3833771131824704
6,12,0,0,-0.13113753020334493,0.3487758940462951,1.9510125601262995
7,12,0,0,2.076980529053753,0.0693811351327787,0.1601905933170753
8,12,0,0,1.0762401574663856,-0.8456610327673472,0.3330703726182551
9,12,0,0,-0.0258628479538564,0.3139082114575536,-0.8333688059494058
10,12,0,0,-1.589567493308969,-2.0729834359912918,-1.1173841129896078
11,12,0,0,-0.458675284939333,-0.2931915866487618,1.9372311624295169
0,13,1,0,1.1059933699072981,-0.9620911163416273,0.34770845245095694
1,13,0,0,-0.4070782363503251,-0.28436383804009513,0.18532564941538202
2,13,0,0,0.6191711169753933,-0.33925848388401536,1.0638515327343585
3,13,0,0,-1.141938226142404,0.006339062362268442,2.5976737265958323
4,13,0,0,0.2230797426252751,1.4332145066061728,0.09152017817320818
5,13,0,0,0.5807770953297967,-0.056783194392691534,-0.17040758116420443
6,13,0,0,-0.7794823967254196,0.4303013589575532,-0.8515371891857679
7,13,0,0,0.6655852363134291,1.08528700444591,0.36653140723722993
8,13,0,0,-0.28624873355569186,0.4539655793086961,-0.3086730555464126
9,13,0,0,0.9355471254651493,-1.8314060842151236,-0.3356073681186462
10,13,0,0,-1.9908119951239978,-1.495060830227205,1.3638622298139094
11,13,0,0,0.895184981971686,-0.7194802332847904,-1.502503456040897
0,14,1,0,-2.964528837841651,-0.5434955079326346,2.4204150122474024
1,14,0,0,0.4348842714636474,-0.5595722860494895,0.46508020950030626
2,14,0,0,-1.5609583529944429,-0.29732336269763543,0.09947747301573849
3,14,0,0,-0.08610065182104851,0.7908061216900806,0.34464522623605237
4,14,0,0,0.668326018107997,-0.6883722822307594,0.8978154084105481
5,14,0,0,1.6289369476239914,-0.9701495196514126,-0.8876956557145598
6,14,0,0,1.3357843363202329,-0.19134398669506028,1.403821392066557
7,14,0,0,-0.4425357118921839,1.4550455762707113,0.13148581680545218
8,14,0,0,0.2582288233226952,1.5647180216699044,-0.36177047744417123
9,14,0,0,-0.9411220959249583,-0.44856420802835434,0.4523339506431387
10,14,0,0,-1.5657590721805144,0.6374709026511215,-0.5387713176177432
11,14,0,0,1.1478126607335635,-2.3942603049004716,-0.7865657751041687
0,15,1,0,-1.686468151234102,-0.8262294663639526,0.24766590110894313
1,15,0,0,-0.1792266254497549,-0.25337756894801494,-0.1591848713800608
2,15,0,0,0.20338824061994343,-1.0085360419431078,0.7068496408990508
3,15,0,0,0.6626659703854839,0.385037937656101,0.5565334427512632
4,15,0,0,0.2964180008086595,2.0350733027310675,-0.0870941710525099
5,15,0,0,-0.30708321833457675,-0.7535275803573779,-1.0322626705778368
6,15,0,0,-1.2444717876010754,-0.8887973132309185,-0.07068038165207131
7,15,0,0,0.3342951284977145,0.051142058552161786,-0.765535277429713
8,15,0,0,0.9001845640199633,0.7394126723009475,-0.159648307422017
9,15,0,0,-0.652916144664712,0.5484279208297995,0.18797358748610446
10,15,0,0,-1.4481272594150476,-0.0679802559844049,0.26203581207438104
11,15,0,0,-0.8996947864877538,0.189843392837443,-1.4548224852577891
0,16,1,0,1.3361861000121709,1.2479499850594318,-0.25251733430296475
1,16,0,0,0.36345433783907316,-2.409921965799875,-1.1563476602653329
2,16,0,0,-0.2937789201521298,-1.0721330214268592,0.7143964826306588
3,16,0,0,1.997296530747994,-1.176614719429302,-0.8374634040851927
4,16,0,0,0.23544836830993032,1.6111161484996208,-1.2223743125399031
5,16,0,0,0.24903612230694197,1.8212988508131087,-1.6517591481792673
6,16,0,0,-1.281069206845832,-0.42360660646083825,-0.520588412855411
7,16,0,0,0.8126012877536446,0.24165971982083806,-1.7749620596421283
8,16,0,0,0.5154104029008109,-0.5775388873556505,1.274447216941239
9,16,0,0,-0.6275875364369197,-0.6366152831022357,0.5411316108045314
10,16,0,0,0.7629264823369366,0.4480993639362036,-1.6855973173848082
11,16,0,0,0.5380344399282511,-1.034308051674399,0.2352761115882635
0,17,1,0,-1.4237344353990602,0.44632214754306365,-0.8065989043073726
1,17,0,0,-1.2826346502605217,0.7138201364823995,0.2416445216767513
2,17,0,0,-0.6139768013928971,1.4511788490210642,-0.44065242156974244
3,17,0,0,0.03210767397093466,0.2689134476786009,-0.6196659341286136
4,17,0,0,0.47113629339992935,-0.5334523471647244,-0.4116383222162092
5,17,0,0,1.362642639803341,-1.040586052512433,-2.41278033092949
6,17,0,0,1.6109369950118944,2.549327952607003,-0.40526926544933184
7,17,0,0,-1.9368380406201853,-0.31048397619594376,-0.2862229498406692
8,17,0,0,-0.18992384102225704,-1.1133880419218483,0.5795611424764774
9,17,0,0,0.5245073752860862,-1.4944056198193065,0.6991967316948878
10,17,0,0,2.052684981945891,0.17196033243705985,-0.33732516206850605
11,17,0,0,-0.1420032144075213,0.6152567669685612,-1.7306716055072182
0,18,1,0,0.16439070297730224,-0.3904639494628101,1.8478250129560454
1,18,0,0,-0.17417273380495787,1.6678876111195198,-1.1037406977820072
2,18,0,0,0.5872591668027922,0.3194002637912288,-0.8690472478647824
3,18,0,0,0.17739611463694044,1.2125188368316004,-0.3237917042866007
4,18,0,0,-1.6919626491697632,-0.01756282647744591,-0.9024230947925126
5,18,0,0,-0.3423409386638824,-0.08158776968512098,-1.7056522160155172
6,18,0,0,-1.615658339320678,0.48206683552552526,-0.5227186961696804
7,18,0,0,-2.564744341820567,0.7848440366081351,0.27236975527423984
8,18,0,0,-0.713874824036484,-1.3168302110582415,0.8358078963143372
9,18,0,0,0.3493506225604296,2.3826022826840734,0.42018859872493736
10,18,0,0,0.3877031412620148,-0.16692793010856513,0.816775867200791
11,18,0,0,0.6250852012481537,1.251725008565195,-0.5213229186372847
0,19,1,0,-0.4354074729439623,-0.4791031709119801,0.7908017211789892
1,19,0,0,1.498374440296732,-0.45884049314930064,-0.42477372779309125
2,19,0,0,0.3140772238697992,-0.24576150001290142,0.95205365313989
3,19,0,0,-2.2517772906190467,-0.8267050469168946,-0.7824163339614458
4,19,0,0,-2.320356012386145,-0.9636384443688041,-0.9151561158459262
5,19,0,0,-0.20110465451883033,1.1129658916602636,-0.24506065119070236
6,19,0,0,-1.0308137202711538,-0.056954541213528984,1.0491736214413494
7,19,0,0,-0.9759588161149049,-0.9105748839214486,0.5585489592742234
8,19,0,0,-0.22153611573080054,0.6474846907094743,-0.013646791795296761
9,19,0,0,0.701663648089567,-1.0350781140406409,-0.01208465078826744
10,19,0,0,-0.21069001436315682,-1.2158909241041307,-1.5634779478686884
11,19,0,0,0.6857490352746618,-0.3509523822179781,-1.0222802816473295
0,20,1,0,-0.09617893692333225,1.1280188573493026,-2.280737845371923
1,20,0,0,-1.4966386899033264,-0.9228864418952676,1.461178866720329
2,20,0,0,0.2825869829192965,0.7673172404612268,-1.1401609191262305
3,20,0,0,-1.1195358752705262,0.4478137167227104,0.05827433093544655
4,20,0,0,0.5487388188641266,-0.18767099092845213,0.278143726454627
5,20,0,0,0.15811908490510918,0.7777673890849254,0.8070082819444706
6,20,0,0,-1.6198719943917699,-2.2472685553408556,1.0017453976515072
7,20,0,0,1.1877250932619365,-1.0206230195133374,-1.8598354065456286
8,20,0,0,0.09903482100720092,0.9308382263505294,1.7975945224343146
9,20,0,0,0.516297572101451,-0.37171669658569495,-0.8931306215848627
10,20,0,0,0.011451291670654416,-0.2992647038852564,-1.0150679057288161
11,20,0,0,2.0487556508632867,1.785168402072131,1.1360486835554284
0,21,1,0,-0.9208503978091276,0.8550193242972788,0.6396264094979018
1,21,0,0,0.44254562420405297,1.2496652670437771,0.6353711428612774
2,21,0,0,0.7400142363043355,0.6369062833722101,0.3407914080021059
3,21,0,0,-1.7836111297141835,0.08362107741055723,-0.5561919588491252
4,21,0,0,-1.2798409576400205,1.681816619300824,1.7289953408857035
5,21,0,0,1.359220600295612,0.2552134168558746,1.3506251209526567
6,21,0,0,0.012053180601825543,0.20279727689777938,-1.093471370461983
